wk,day,date,time,result,home,away,attendance,venue,referee,match_report,season,mean_points_home,mean_score_home,mean_points_away,mean_score_away,b365h,b365d,b365a,bwh,bwd,bwa,iwh,iwd,iwa,psh,psd,psa,whh,whd,wha,vch,vcd,vca,max_h,max_d,max_a,avg_h,avg_d,avg_a,bet,wager_h,wager_d,wager_a,wager_total,profit,cum_profit
38,Sun,2020-07-19,21:00 (14:00),H,Granada,Athletic Club,NA,Estadio Nuevo Los Cármenes,Carlos del Cerro,Match Report,2020,0.25,1,1.75,1.5,2,3.5,3.4,2.1,3.2,3.5,2,3.4,3.8,1.99,3.65,3.91,2,3.6,3.7,2.05,3.4,3.6,2.1,3.85,3.95,2.03,3.47,3.7,1,0.4814404432132965,0.2626038781163435,0.2559556786703601,1,0.011024930747922657,0.8159756171184736
37,Tue,2020-07-21,18:00 (12:00),A,Watford,Manchester City,NA,Vicarage Road Stadium,Michael Oliver,Match Report,2020,1.75,1.5,0.75,1.5,8.5,5.5,1.33,9,5.75,1.3,8,5.25,1.35,8.57,5.73,1.34,9.5,5.8,1.3,10,5.75,1.3,10,6.15,1.37,8.62,5.6,1.33,1,0.1007527608205631,0.16382562735050912,0.7354216118289278,1,0.007527608205631253,0.8235032253241048
35,Thu,2020-07-23,19:30 (12:30),H,Udinese,Juventus,NA,Dacia Arena,Massimiliano Irrati,Match Report,2020,0.5,1.25,1.75,2.5,5.25,3.75,1.65,5.25,3.9,1.65,5.25,3.8,1.67,5.48,4.02,1.66,5.25,4,1.63,5.5,3.75,1.62,5.65,4.3,1.7,5.2,3.91,1.65,1,0.17738413006551806,0.23307449648143655,0.5895413734530454,1,0.002220334870177032,0.8257235601942818
35,Thu,2020-07-23,21:45 (14:45),H,Lazio,Cagliari,NA,Stadio Olimpico,Marco Piccinini,Match Report,2020,1.5,1.25,1.25,0.5,1.45,4.33,7,1.48,4.5,6.5,1.5,4.4,6.25,1.48,4.71,6.74,1.47,4.6,6.5,1.4,4.33,8,1.52,4.9,8,1.47,4.57,6.51,1,0.6665759760576793,0.2067745884913617,0.12664943545095905,1,0.01319548360767242,0.8389190438019543
36,Sat,2020-07-25,19:30 (12:30),A,Genoa,Inter,NA,Stadio Comunale Luigi Ferraris,Davide Massa,Match Report,2020,1.5,1.5,2,2.5,5,4.2,1.61,5,4.1,1.62,5.25,4.4,1.6,5.19,4.22,1.65,5.25,4.2,1.6,5.5,4.1,1.62,5.5,4.45,1.69,5.07,4.16,1.63,1,0.18213632675797095,0.22511231397052592,0.5927513592715032,1,0.0017497971688404945,0.8406688409707948
36,Sun,2020-07-26,19:30 (12:30),A,Hellas Verona,Lazio,NA,Stadio Marc'Antonio Bentegodi,Manuel Volpi,Match Report,2020,1.25,1.5,1,1,3.4,3.6,2.05,3.5,3.6,2,3.4,3.4,2.15,3.52,3.55,2.14,3.5,3.5,2.1,3.4,3.5,2.05,3.66,3.75,2.19,3.43,3.54,2.09,1,0.2741804633274241,0.2676001322075659,0.45821940446501,1,0.0035004957783719703,0.8441693367491667
36,Sun,2020-07-26,21:45 (14:45),H,Juventus,Sampdoria,NA,Allianz Stadium,Francesco Fourneau,Match Report,2020,2.5,3,2.25,2,1.25,6,11,1.25,6,10.5,1.3,5.75,10,1.27,6.07,12.19,1.27,5.8,12,1.22,5.75,13,1.3,6.75,13,1.26,5.87,11.13,1,0.7736389684813753,0.1489971346704871,0.07736389684813753,0.9999999999999999,0.005730659025787954,0.8498999957749547
38,Sun,2020-07-26,16:00 (10:00),A,Newcastle Utd,Liverpool,NA,St. James' Park,Anthony Taylor,Match Report,2020,1.25,1.75,1,1,7.5,5.25,1.36,7.5,4.75,1.42,7.5,4.8,1.4,7.79,5.07,1.41,8,5,1.38,8,4.8,1.4,8.2,5.4,1.45,7.6,4.99,1.4,1,0.12234375,0.18578124999999998,0.691875,1,0.003218750000000048,0.8531187457749547
37,Wed,2020-07-29,19:30 (12:30),H,Lazio,Brescia,NA,Stadio Olimpico,Luca Massimi,Match Report,2020,1.5,1.25,0,1,1.16,7.5,15,1.19,7,13.5,1.2,7.25,13,1.18,7.81,16.62,1.17,7.5,17,1.15,7.5,15,1.22,8.25,17.25,1.18,7.47,14.04,1,0.8206115123470138,0.12135103576525538,0.05803745188773083,1,0.0011460450633569153,0.8542647908383116
37,Wed,2020-07-29,19:30 (12:30),A,Sampdoria,Milan,NA,Stadio Comunale Luigi Ferraris,Fabrizio Pasqua,Match Report,2020,1.5,2,2,2.25,4.75,4,1.66,4.8,3.9,1.67,4.8,3.85,1.7,5.01,4.09,1.69,5,4,1.67,5,3.8,1.65,5.35,4.2,1.74,4.85,3.98,1.68,1,0.18696753396269858,0.23816102540486603,0.5748714406324354,1,2.7630670043765626e-4,0.8545410975387493
38,Sun,2020-08-02,18:00 (11:00),A,SPAL,Fiorentina,NA,Stadio Paolo Mazza,Alessandro Prontera,Match Report,2020,0.25,0.5,1.75,1.5,6.5,4.75,1.44,6.25,4.75,1.45,6.25,4.7,1.47,6.48,4.93,1.47,6.5,4.8,1.44,7,4.75,1.4,7,5.35,1.51,6.27,4.85,1.46,1,0.1440056329491876,0.18841858516716134,0.6675757818836511,1,0.008039430644313228,0.8625805281830625
1,Sat,2020-08-22,21:00 (14:00),D,Lille,Rennes,3975,Stade Pierre-Mauroy,Clément Turpin,Match Report,2020,2.25,1.5,1,0.75,2.3,3.2,3.3,2.3,3.2,3.3,2.3,3,3.35,2.3,3.22,3.47,2.25,3.2,3.3,2.25,3.13,3.4,2.38,3.34,3.6,2.27,3.18,3.36,1,0.42128572029206907,0.3001976090703965,0.2785166706375345,1,0.002660014295124302,0.8652405424781868
1,Sun,2020-08-23,13:00 (06:00),D,Monaco,Reims,NA,Stade Louis II.,François Letexier,Match Report,2020,1.75,1,1.25,1.5,1.9,3.4,4.33,1.91,3.5,4.2,1.95,3.25,4.2,1.95,3.53,4.24,1.88,3.4,4.2,1.87,3.25,4.4,2,3.65,4.5,1.92,3.45,4.16,1,0.5019098548510313,0.2750190985485103,0.22307104660045834,1,0.0038197097020626902,0.8690602521802495
2,Fri,2020-08-28,21:00 (14:00),H,Lyon,Dijon,NA,Groupama Stadium,Benoît Millot,Match Report,2020,2,1.5,0.25,0.75,1.28,5.75,9,1.3,5.5,10,1.33,5.25,10,1.31,5.68,10.21,1.27,5.5,11,1.29,5.25,11,1.35,6.05,11.75,1.3,5.41,10.01,1,0.7473651010592163,0.16676741924461852,0.08586747969616527,1.0000000000000002,0.00894288642994212,0.8780031386101916
1,Sat,2020-09-12,15:00 (09:00),H,Crystal Palace,Southampton,NA,Selhurst Park,Jonathan Moss,Match Report,2020,0.25,0.75,2,2,3.1,3.25,2.37,3,3.2,2.45,3.15,2.95,2.4,3.32,3.29,2.4,3.2,3.2,2.35,3.2,3.2,2.4,3.36,3.36,2.5,3.18,3.22,2.39,1,0.29904306220095694,0.29904306220095694,0.4019138755980861,1,0.004784688995215225,0.8827878276054069
1,Sat,2020-09-12,20:00 (14:00),A,West Ham,Newcastle Utd,NA,London Stadium,Stuart Attwell,Match Report,2020,1.75,1.75,1,1.25,2.15,3.4,3.4,2.15,3.4,3.4,2.15,3.15,3.4,2.18,3.61,3.5,2.15,3.5,3.4,2.15,3.4,3.6,2.24,3.7,3.6,2.15,3.48,3.42,1,0.4489080614720949,0.27177136694526827,0.27932057158263685,1,0.00555405769749262,0.8883418853028995
1,Wed,2020-09-16,21:00 (14:00),H,Paris S-G,Metz,NA,Parc des Princes,Mikael Lesage,Match Report,2020,2.25,3,1.25,0.5,1.25,7,9,1.28,6.75,8.5,1.3,6,9,1.27,6.31,8.34,1.07,11,29,1.25,5.75,11.5,1.3,7,11.75,1.26,6.33,9.36,1,0.7713950762016413,0.1432590855803048,0.08534583821805393,1,0.0028135990621336315,0.8911554843650331
1,Thu,2020-09-17,21:00 (14:00),A,Marseille,Saint-Étienne,NA,Orange Vélodrome,Ruddy Buquet,Match Report,2020,1.25,1,0,0.75,2,3.3,4,1.95,3.4,4.1,2.05,3.1,3.9,2.04,3.42,4.02,2,3.2,4,2,3.25,3.8,2.09,3.5,4.33,2.01,3.33,3.95,1,0.4808104138046999,0.287112504243378,0.23207708195192214,1,0.004893764851822802,0.8960492492168559
1,Sat,2020-09-19,15:30 (08:30),A,Köln,Hoffenheim,NA,RheinEnergieSTADION,Daniel Siebert,Match Report,2020,0.5,1.5,2.5,2.5,2.6,3.5,2.6,2.55,3.6,2.65,2.6,3.55,2.6,2.62,3.67,2.63,2.55,3.6,2.55,2.6,3.6,2.63,2.7,3.88,2.69,2.6,3.6,2.59,1,0.37042610430079287,0.25777074268354144,0.3718031530156657,1,1.504816121407071e-4,0.8961997308289966
1,Sat,2020-09-19,15:30 (08:30),A,Werder Bremen,Hertha BSC,8400,Weserstadion,Sascha Stegemann,Match Report,2020,0.75,1.5,0.25,1,2.6,3.5,2.62,2.65,3.5,2.6,2.65,3.4,2.65,2.64,3.5,2.72,2.55,3.5,2.6,2.6,3.5,2.7,2.72,3.75,2.75,2.62,3.48,2.64,1,0.36840225060284004,0.26721443243726,0.3643833169599,1,0.0020541216397249595,0.8982538524687216
4,Sat,2020-09-19,17:00 (10:00),H,Lens,Bordeaux,NA,Stade Bollaert-Delelis,Benoît Millot,Match Report,2020,3,1,1.75,2,2.3,3.1,3.4,2.3,3.1,3.4,2.4,2.9,3.35,2.39,3.09,3.43,2.3,3.1,3.3,2.3,3.1,3.3,2.45,3.25,3.55,2.36,3.07,3.32,1,0.4091674793864704,0.30844933061441615,0.28238318999911344,1,0.0024603244968526283,0.9007141769655742
2,Sat,2020-09-26,15:30 (08:30),D,Leverkusen,RB Leipzig,6042,BayArena,Harm Osmers,Match Report,2020,1.5,1.75,3,3.25,3,3.5,2.3,3,3.5,2.3,3.05,3.45,2.25,3.18,3.79,2.25,3,3.5,2.25,2.9,3.75,2.25,3.18,3.81,2.38,3.03,3.65,2.25,1,0.3153797996661102,0.2632303839732888,0.42138981636060097,1,0.0029077629382303627,0.9036219399038046
5,Sun,2020-09-27,17:00 (10:00),D,Lorient,Lyon,NA,Stade Yves Allainmat - Le Moustoir,Clément Turpin,Match Report,2020,1.5,2.5,1,0.75,5.75,4.2,1.57,5.5,4.1,1.6,5.5,3.9,1.63,5.49,4.24,1.62,5.25,4,1.62,5.75,4,1.55,5.75,4.35,1.68,5.33,4.13,1.61,1,0.1740808232393611,0.23010683531639692,0.595812341444242,1,9.647336263265416e-4,0.9045866735301311
2,Mon,2020-09-28,20:45 (13:45),H,Bologna,Parma,1000,Stadio Renato Dall'Ara,Paolo Valeri,Match Report,2020,1.25,1.5,1.5,2,1.95,3.6,3.6,1.95,3.8,3.6,1.97,3.45,3.75,1.96,3.83,3.86,2,3.6,3.75,1.93,3.4,3.9,2.05,3.9,4,1.96,3.66,3.73,1,0.49064318289039155,0.25790218587828273,0.25145463123132566,1,0.005818524925302659,0.9104051984554338
4,Thu,2020-10-01,21:30 (14:30),A,Celta Vigo,Barcelona,NA,Estadio de Balaídos,Carlos del Cerro,Match Report,2020,1.25,1.5,2.5,3,5.75,4.2,1.53,5.5,4.1,1.6,5.75,4.2,1.57,5.89,4.51,1.56,6,4.33,1.53,5.75,4.4,1.53,6.25,4.7,1.6,5.76,4.4,1.55,1,0.16035824714788358,0.21324234993069624,0.6263994029214202,1,0.0022390446742723835,0.9126442431297062
3,Fri,2020-10-02,20:30 (13:30),H,Union Berlin,Mainz 05,4400,Stadion An der Alten Försterei,Sascha Stegemann,Match Report,2020,1.75,1.5,1.5,1.25,2.05,3.6,3.4,2.15,3.5,3.3,2.2,3.5,3.25,2.18,3.73,3.4,2.1,3.4,3.4,2.1,3.6,3.3,2.25,3.73,3.49,2.14,3.56,3.37,1,0.4448564213145062,0.2683450262621016,0.28679855242339225,1,9.269479576390349e-4,0.9135711910873452
3,Fri,2020-10-02,20:45 (13:45),A,Fiorentina,Sampdoria,1000,Stadio Artemio Franchi,Piero Giacomelli,Match Report,2020,2.5,2,1,1,1.61,4,5.25,1.67,4,5,1.67,4,5,1.68,4.21,5.26,1.65,3.9,5.25,1.65,3.9,5.25,1.73,4.21,5.5,1.67,4.06,5.01,1,0.5795516265239667,0.23815304367849466,0.18229532979753865,1,0.0026243138864625593,0.9161955049738078
6,Fri,2020-10-02,21:00 (14:00),H,Paris S-G,Angers,NA,Parc des Princes,Franck Schneider,Match Report,2020,2.25,2.25,1.5,0.75,1.1,9,21,1.11,10,21,1.15,9.5,14,1.09,11.75,27.98,1.08,10,26,1.07,11.5,26,1.15,12.5,29,1.09,10.94,23.63,1,0.8836614053263453,0.08129684929002376,0.03504174538363093,1,0.01621061612529706,0.9324061210991048
6,Sat,2020-10-03,17:00 (10:00),H,Lens,Saint-Étienne,NA,Stade Bollaert-Delelis,Bastien Dechepy,Match Report,2020,3,1.5,1,1.5,1.95,3.5,4.2,2.05,3.4,3.75,2.05,3.15,3.85,2.08,3.51,3.89,2.05,3.3,3.75,2,3.3,3.9,2.12,3.58,4.2,2.04,3.38,3.76,1,0.4768852126255963,0.2824012990967218,0.24071348827768196,1,0.010996650766264215,0.943402771865369
4,Sat,2020-10-03,17:30 (11:30),D,Leeds United,Manchester City,NA,Elland Road,Mike Dean,Match Report,2020,3,4,2.25,3,7.5,5.25,1.36,7,5.25,1.4,7,5,1.4,7.98,5.31,1.37,8,5,1.38,7.5,5.5,1.36,8.4,5.7,1.42,7.45,5.34,1.38,1,0.11920120173190775,0.17566492886807455,0.7051338694000177,1,0.0012900945480249781,0.944692866413394
4,Sun,2020-10-04,19:15 (13:15),H,Aston Villa,Liverpool,NA,Villa Park,Martin Atkinson,Match Report,2020,2.25,1,2.25,2.25,10,5.5,1.3,9.75,5.5,1.3,8.25,5,1.35,10.05,5.4,1.33,9,5.25,1.33,10,5.5,1.3,10.25,5.7,1.38,9.35,5.41,1.33,1,0.0977920334178726,0.1758540951812621,0.7263538714008653,1,0.0023683425331941788,0.9470612089465882
4,Sat,2020-10-17,15:30 (08:30),A,Mainz 05,Leverkusen,250,Opel Arena,Bastian Dankert,Match Report,2020,0.75,1,0.75,0.5,5.5,4.33,1.57,5.25,4.4,1.57,5,4.1,1.63,5.49,4.35,1.63,5.25,4.33,1.57,5,4.4,1.6,5.64,4.68,1.65,5.13,4.35,1.61,1,0.1778312054385674,0.21430940142596583,0.6078593931354667,0.9999999999999999,0.0029679986735200448,0.9500292076201082
6,Sat,2020-10-17,21:00 (14:00),H,Getafe,Barcelona,NA,Coliseum Alfonso Pérez,César Soto,Match Report,2020,1.5,1.25,3,3.25,4.75,3.8,1.72,5,3.7,1.72,4.8,3.5,1.77,5.09,3.75,1.78,5.25,3.6,1.73,4.8,3.75,1.73,5.45,3.84,1.8,4.88,3.7,1.75,1,0.18358565737051794,0.26055776892430277,0.5558565737051793,1,5.418326693227282e-4,0.950571040289431
5,Sat,2020-10-17,15:00 (09:00),D,Chelsea,Southampton,NA,Stamford Bridge,Peter Bankes,Match Report,2020,2.25,1.75,1.75,1.25,1.45,4.75,6.5,1.5,4.6,6,1.57,4.2,5.75,1.56,4.53,6.14,1.53,4.33,6,1.5,4.5,6,1.58,4.8,6.5,1.53,4.56,5.92,1,0.6360337587148857,0.20936111224364984,0.1546051290414645,1,0.00493333876951918,0.9555043790589501
4,Sun,2020-10-18,20:45 (13:45),H,Roma,Benevento,1000,Stadio Olimpico,Giovanni Ayroldi,Match Report,2020,2,2,3,3,1.33,5.5,8.5,1.3,5.75,9.25,1.37,5,8,1.33,5.66,10.09,1.32,5.25,9.5,1.29,5.25,10,1.38,5.75,10.09,1.33,5.4,8.86,1,0.7263382187796942,0.1743211725071266,0.09934060871317918,1,0.0023467419159779457,0.9578511209749281
6,Sun,2020-10-18,16:00 (09:00),H,Villarreal,Valencia,NA,Estadio de la Cerámica,Carlos del Cerro,Match Report,2020,2.5,2.5,0.75,0.5,1.6,4,5.25,1.65,4,5.25,1.65,3.8,5,1.66,4.27,5.3,1.62,4,5.5,1.62,4,4.8,1.71,4.33,5.5,1.65,4.03,5.04,1,0.5862254857314465,0.2315116814320493,0.18226283283650427,1.0000000000000002,0.0024455806007734893,0.9602967015757016
6,Sun,2020-10-18,18:30 (11:30),D,Huesca,Valladolid,NA,Estadio El Alcoraz,Jorge Figueroa,Match Report,2020,0.5,0,0,0.5,2.25,2.9,3.8,2.25,3,3.7,2.3,2.8,3.65,2.32,3.12,3.71,2.2,3,3.75,2.25,2.9,3.6,2.36,3.15,3.9,2.25,2.99,3.69,1,0.42474847007571825,0.3182242505964112,0.25702727932787056,1,0.002406389378695195,0.9627030909543968
7,Sun,2020-10-18,15:00 (08:00),D,Angers,Metz,NA,Stade Raymond Kopa,Aurélien Petit,Match Report,2020,2.25,1.5,1,0.5,2,3.4,3.9,2,3.4,3.9,2.05,3.1,3.95,2.05,3.45,4.09,2.05,3.2,3.8,2,3.13,4,2.18,3.5,4.2,2.04,3.33,3.84,1,0.46687416629613165,0.29079590929301913,0.24232992441084927,1,0.017785682525566893,0.9804887734799637
5,Mon,2020-10-19,17:30 (11:30),D,West Brom,Burnley,NA,The Hawthorns,Anthony Taylor,Match Report,2020,0.5,1.5,1,1.5,2.45,3.3,2.9,2.45,3.3,2.95,2.5,3.05,2.95,2.54,3.37,3.05,2.45,3.3,3,2.45,3.2,3,2.58,3.5,3.1,2.49,3.3,2.97,1,0.3891957816199153,0.28689289045125194,0.32391132792883276,1,0.00412511657938186,0.9846138900593455
5,Sat,2020-10-24,18:30 (11:30),H,Dortmund,Schalke 04,300,Signal Iduna Park,Felix Zwayer,Match Report,2020,1.5,1.75,0,0.25,1.16,6.5,12,1.2,7,13,1.27,6.25,10,1.22,6.84,13.92,1.2,6.5,13,1.2,7,12,1.27,7.55,16.75,1.21,6.84,13.27,1,0.8038373161034429,0.13521501873528113,0.06094766516127597,1,0.02087339145137257,1.005487281510718
8,Sat,2020-10-24,17:00 (10:00),A,Lorient,Marseille,NA,Stade Yves Allainmat - Le Moustoir,Benoît Bastien,Match Report,2020,1.3333333333333333,2,2.5,2,2.87,3.4,2.4,3,3.25,2.45,2.95,3.05,2.5,3.05,3.3,2.56,2.9,3.25,2.45,3,3.3,2.4,3.11,3.46,2.57,2.96,3.26,2.46,1,0.3216509015933877,0.2891139606807618,0.3892351377258505,1,3.343039554357663e-4,1.0058215854661539
8,Sun,2020-10-25,15:00 (09:00),A,Montpellier,Reims,NA,Stade de la Mosson,Willy Delajod,Match Report,2020,2.25,2.25,0.5,1.25,1.85,3.5,4.2,2.05,3.3,3.9,2.2,3.05,3.5,2.21,3.37,3.58,2.1,3.2,3.7,2.1,3.1,3.7,2.17,3.5,4.2,2.08,3.28,3.72,1,0.46801872074882994,0.29017160686427457,0.24180967238689546,1,0.015600624024961096,1.021422209491115
6,Mon,2020-10-26,20:00 (15:00),A,Burnley,Tottenham,NA,Turf Moor,Michael Oliver,Match Report,2020,0.5,0.75,2.5,3.75,5.75,4,1.6,5.5,4,1.62,5.5,3.75,1.65,5.63,4.15,1.66,5.8,3.9,1.6,6,3.9,1.6,6,4.22,1.68,5.49,4.02,1.63,1,0.16685494803434253,0.23723452327157707,0.5959105286940805,1,0.0011296882060551905,1.0225518976971701
6,Fri,2020-10-30,20:30 (14:30),D,Schalke 04,Stuttgart,NA,Veltins-Arena,Benjamin Brand,Match Report,2020,0.5,1,3,3,3.1,3.6,2.15,3.1,3.6,2.2,2.95,3.5,2.35,3.23,3.67,2.27,3.1,3.5,2.2,3.1,3.6,2.2,3.41,3.75,2.35,3.15,3.61,2.23,1,0.29758387222043997,0.2706029344724534,0.4318131933071066,1,0.014761004271700351,1.0373129019688705
6,Sat,2020-10-31,15:30 (09:30),H,Augsburg,Mainz 05,NA,WWK Arena,Marco Fritz,Match Report,2020,0.75,1,0.75,0.75,2,3.75,3.5,2,3.6,3.7,2.05,3.45,3.5,2.09,3.71,3.64,2,3.5,3.6,2,3.8,3.4,2.11,3.87,3.8,2.03,3.62,3.61,1,0.47608102377167794,0.25956872355510086,0.26435025267322115,1,0.0045309601582403936,1.0418438621271109
6,Sat,2020-10-31,18:30 (12:30),H,M'Gladbach,RB Leipzig,NA,Stadion im Borussia-Park,Daniel Siebert,Match Report,2020,2,1.75,2.5,1.75,3,3.6,2.25,2.9,3.7,2.3,2.95,3.4,2.3,3.02,3.73,2.36,3,3.5,2.3,2.8,3.75,2.3,3.13,3.8,2.41,2.96,3.63,2.31,1,0.3202624207474655,0.2637950991946229,0.41594248005791157,1,0.0024213769395671214,1.044265239066678
7,Sat,2020-10-31,15:00 (10:00),A,Burnley,Chelsea,NA,Turf Moor,David Coote,Match Report,2020,0.25,0.5,1.25,2.25,6,4.5,1.5,6.25,4.5,1.5,5.75,4.1,1.57,6.32,4.39,1.56,6,4.33,1.53,6.5,4.33,1.5,6.5,4.69,1.59,6.05,4.37,1.54,1,0.15446453908789054,0.21407665332010414,0.6314588075920053,1,0.004019504071288482,1.0482847431379665
6,Sun,2020-11-01,18:00 (11:00),H,Roma,Fiorentina,NA,Stadio Olimpico,Daniele Orsato,Match Report,2020,2,2.75,1,2.25,1.75,3.8,4.2,1.8,4,4.1,1.85,3.8,3.9,1.86,4.07,4.16,1.83,3.9,4,1.8,3.7,4.2,1.91,4.2,4.33,1.83,3.95,4.04,1,0.5274622008625716,0.2398697151541694,0.23266808398325906,1,0.007452803647511663,1.0557375467854782
7,Fri,2020-11-06,20:45 (13:45),D,Sassuolo,Udinese,NA,Stadio Città del Tricolore,Eugenio Abbattista,Match Report,2020,1.25,2,1.5,1,2.15,3.8,3.1,2.15,3.7,3.2,2.2,3.7,3.15,2.24,3.79,3.21,2.15,3.7,3.2,2.15,3.5,3.2,2.26,3.92,3.48,2.18,3.71,3.17,1,0.4492451985141081,0.25900360934741945,0.2917511921384725,1,0.015294148641884275,1.0710316954273624
7,Sat,2020-11-07,15:30 (08:30),D,Stuttgart,Eint Frankfurt,NA,Mercedes-Benz Arena,Sascha Stegemann,Match Report,2020,0.6666666666666666,1.3333333333333333,1.25,1.25,2.55,3.6,2.5,2.75,3.5,2.5,2.7,3.45,2.5,2.76,3.77,2.53,2.62,3.6,2.5,2.5,3.8,2.5,2.76,3.88,2.66,2.67,3.66,2.5,1,0.3637773516805775,0.2587694563501015,0.3774531919693209,1,0.004025490638393858,1.0750571860657563
7,Sat,2020-11-07,18:00 (11:00),A,Benevento,Spezia,NA,Stadio Ciro Vigorito,Gianluca Aureliano,Match Report,2020,1,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.9,3.6,3.75,2,3.75,3.5,2,3.6,3.55,2.02,3.77,3.81,1.95,3.6,3.75,1.95,3.6,3.75,2.1,3.89,3.85,1.98,3.72,3.64,1,0.4795472374761851,0.25888154208225933,0.26157122044155556,1,0.00704919869998899,1.0821063847657453
8,Sat,2020-11-07,17:30 (11:30),H,Chelsea,Sheffield Utd,NA,Stamford Bridge,Jonathan Moss,Match Report,2020,1.75,2.25,0,0.75,1.36,5,8.5,1.4,4.75,7.75,1.4,4.9,8.25,1.41,5.06,8.48,1.38,4.75,8.5,1.36,4.8,9,1.44,5.2,9,1.39,4.93,8.23,1,0.69593147751606,0.19271948608137046,0.1113490364025696,1,0.0021413276231263545,1.0842477123888716
7,Sun,2020-11-08,15:30 (08:30),H,Wolfsburg,Hoffenheim,NA,Volkswagen Arena,Sven Jablonski,Match Report,2020,1.25,0.5,1.75,2.25,2.1,3.6,3.25,2.15,3.6,3.25,2.15,3.45,3.25,2.13,3.82,3.43,2.1,3.6,3.25,2.05,3.8,3.13,2.2,3.9,3.46,2.12,3.69,3.29,1,0.45455770396820044,0.25641716634103623,0.2890251296907634,1,2.6948730041054247e-5,1.0842746611189127
7,Sun,2020-11-08,15:00 (08:00),D,Torino,Crotone,NA,Stadio Olimpico di Torino,Francesco Fourneau,Match Report,2020,0,2.25,0,1.3333333333333333,1.95,3.75,3.6,2.05,3.6,3.5,2.05,3.45,3.55,2.03,3.82,3.72,2.05,3.6,3.6,2,3.4,3.6,2.12,3.82,3.82,2.01,3.64,3.61,1,0.4739454094292804,0.2630272952853598,0.2630272952853598,1,0.0047642679900743445,1.089038929108987
9,Sun,2020-11-08,16:15 (09:15),H,Real Sociedad,Granada,NA,Estadio Municipal de Anoeta,Carlos del Cerro,Match Report,2020,1.75,1.75,1.75,1.25,1.65,3.8,5.25,1.67,4,5,1.7,3.55,5.25,1.69,4.08,5.31,1.7,3.8,5,1.65,3.8,5,1.75,4.15,5.75,1.68,3.87,5.12,1,0.5793626707132018,0.24430955993930195,0.1763277693474962,0.9999999999999999,0.013884673748103094,1.1029236028570901
9,Sun,2020-11-08,18:30 (11:30),H,Valladolid,Athletic Club,NA,Estadio Municipal José Zorrilla,César Soto,Match Report,2020,0.5,0.75,0.75,0.5,3.3,2.9,2.37,3.25,2.95,2.45,3.45,2.75,2.4,3.66,3.01,2.4,3.4,2.9,2.45,3.2,2.9,2.4,3.7,3.07,2.53,3.43,2.93,2.4,1,0.2726532360261311,0.32860487729533716,0.3987418866785317,1,0.008816973296685182,1.1117405761537753
8,Sat,2020-11-21,15:30 (08:30),D,Hoffenheim,Stuttgart,NA,PreZero Arena,Daniel Siebert,Match Report,2020,1.5,2.25,2.3333333333333335,2.3333333333333335,2.3,3.75,2.8,2.3,3.75,2.7,2.35,3.75,2.7,2.37,3.8,2.78,2.3,3.8,2.75,2.3,4,2.63,2.5,4.02,2.88,2.36,3.85,2.74,1,0.40161511884444073,0.2497606460475378,0.34862423510802143,1,0.00403779711110186,1.1157783732648772
8,Sat,2020-11-21,18:30 (11:30),D,Eint Frankfurt,RB Leipzig,NA,Commerzbank-Arena,Sören Storks,Match Report,2020,2,1.75,1.75,1.25,3.8,4,1.85,4,3.6,1.91,3.55,4,1.9,3.9,4.01,1.93,3.7,3.9,1.88,3.5,4,1.9,4,4.18,2,3.76,3.91,1.91,1,0.25272067714631197,0.2418379685610641,0.5054413542926239,1,0.010882708585247869,1.126661081850125
9,Sat,2020-11-21,20:00 (14:00),H,Manchester Utd,West Brom,NA,Old Trafford,David Coote,Match Report,2020,0.25,0.5,0.25,0.75,1.3,5.5,9.5,1.3,5.5,9.75,1.35,5.5,7.5,1.34,5.5,10.03,1.32,5.25,9.5,1.33,5,10,1.38,5.75,10.5,1.34,5.34,9.21,1,0.7291666666666666,0.175,0.09583333333333333,0.9999999999999999,0.006249999999999867,1.132911081850125
8,Sun,2020-11-22,15:00 (08:00),H,Inter,Torino,NA,Stadio Giuseppe Meazza,Federico La Penna,Match Report,2020,1.75,2.25,1.25,1.5,1.33,5.75,8,1.35,5.5,8,1.35,5.5,7.75,1.37,5.76,8.3,1.33,5.5,8.5,1.3,5.5,8,1.4,6,8.7,1.34,5.53,8.04,1,0.717230008244023,0.16735366859027206,0.11541632316570485,1,0.0041220115416322756,1.1370330933917572
8,Sun,2020-11-22,15:00 (08:00),H,Roma,Parma,NA,Stadio Olimpico,Gianluca Manganiello,Match Report,2020,2.5,2.75,1,2.25,1.5,4.75,5.75,1.5,4.75,5.75,1.5,4.7,5.75,1.52,5.02,5.98,1.47,4.6,6.5,1.44,4.5,6.5,1.56,5.05,6.65,1.49,4.81,5.89,1,0.647879308182774,0.20013697440893613,0.15198371740828984,1,0.010691720765127366,1.1477248141568845
10,Sun,2020-11-22,16:15 (09:15),A,Cádiz,Real Sociedad,NA,Estadio Nuevo Mirandilla,Javier Estrada,Match Report,2020,0.5,0.5,2.5,2.75,4,3.8,1.85,4.6,3.5,1.83,4.1,3.65,1.85,4.42,3.93,1.84,4.4,3.7,1.8,4.5,3.4,1.8,4.65,3.97,1.9,4.39,3.64,1.84,1,0.21651334012658408,0.2535987485109864,0.5298879113624295,1,0.006787031588616044,1.1545118457455006
