wk,day,date,time,result,home,away,attendance,venue,referee,match_report,season,mean_points_home,mean_score_home,mean_points_away,mean_score_away,b365h,b365d,b365a,bwh,bwd,bwa,iwh,iwd,iwa,psh,psd,psa,whh,whd,wha,vch,vcd,vca,max_h,max_d,max_a,avg_h,avg_d,avg_a,bet,wager_h,wager_d,wager_a,wager_total,profit,cum_profit
15,Sun,2021-11-28,18:30 (11:30),A,Cádiz,Atlético Madrid,16861,Estadio Nuevo Mirandilla,Jesús Gil,Match Report,2021,0.75,0.25,1.25,1.75,8,3.8,1.5,7.5,4.1,1.47,8.25,4.1,1.47,8.13,4.1,1.52,7.5,3.9,1.5,7,3.9,1.45,8.5,4.49,1.54,7.58,3.98,1.5,1,0.11886965012652657,0.22503163164264495,0.6560987182308284,1,0.010392026075475735,2.441609498334741
15,Sun,2021-11-28,15:00 (08:00),D,Monaco,Strasbourg,3478,Stade Louis II.,Antony Gautier,Match Report,2021,2.5,2.75,1.25,1,1.65,4.2,4.75,1.68,4,4.6,1.65,3.9,5.5,1.68,4.29,5.06,1.62,4,5,1.65,3.8,5.25,1.72,4.4,5.5,1.67,4.07,4.91,1,0.5869797225186766,0.2294557097118463,0.18356456776947708,1,0.009605122732123883,2.4512146210668653
15,Tue,2021-11-30,18:30 (11:30),H,Fiorentina,Sampdoria,17913,Stadio Artemio Franchi,Federico Dionisi,Match Report,2021,2.25,2.75,0.75,1.25,1.7,3.8,5,1.68,3.9,4.8,1.73,3.75,5,1.74,3.83,5.31,1.65,3.9,5.25,1.67,3.8,5.25,1.77,4,5.41,1.72,3.81,5.03,1,0.5650764968390708,0.25004634985128876,0.1848771533096405,1,1.853994051552732e-4,2.4514000204720205
15,Wed,2021-12-01,20:45 (13:45),A,Genoa,Milan,14000,Stadio Comunale Luigi Ferraris,Juan Sacchi,Match Report,2021,0.75,1.25,2.25,3,5,4,1.66,4.8,4,1.66,5.25,4.2,1.63,5.47,4.24,1.65,5.25,3.9,1.65,5.75,3.8,1.6,5.75,4.4,1.7,5.16,4.13,1.63,1,0.17577252966748913,0.22970273763365054,0.5945247326988603,1,0.010692045588062582,2.462092066060083
15,Thu,2021-12-02,20:45 (13:45),D,Lazio,Udinese,7000,Stadio Olimpico,Marco Piccinini,Match Report,2021,2.25,1.75,0.5,1.25,1.66,3.8,5.25,1.65,3.9,5.25,1.65,4.1,4.9,1.7,4.06,5.28,1.65,4,5.25,1.65,3.75,5.5,1.74,4.2,5.5,1.67,3.96,5.05,1,0.5778177997898845,0.23938165991295213,0.18280054029716344,1,0.0054029716343990675,2.467495037694482
14,Fri,2021-12-03,20:30 (13:30),H,Union Berlin,RB Leipzig,13506,Stadion An der Alten Försterei,Harm Osmers,Match Report,2021,2.25,1.75,0.75,0.75,3.5,3.7,2,3.6,3.5,1.98,3.3,3.4,2.2,3.6,3.53,2.17,3.6,3.5,2,3.3,3.7,2.1,3.75,3.7,2.2,3.52,3.53,2.11,1,0.2689575417148522,0.27259210308937715,0.4584503551957707,1,0.008590781430695804,2.4760858191251778
16,Sat,2021-12-04,18:00 (11:00),A,Roma,Inter,51185,Stadio Olimpico,Marco Di Bello,Match Report,2021,1.75,1,1.75,1.5,3.8,3.8,1.9,3.9,3.5,1.93,3.6,3.75,1.97,3.93,3.75,1.99,3.7,3.7,1.95,3.8,3.5,1.95,3.95,3.88,2.06,3.77,3.67,1.98,1,0.25409622390783254,0.25868043413297387,0.48722334195919353,1,0.003680084435938813,2.479765903561117
15,Sat,2021-12-04,15:00 (09:00),H,Newcastle Utd,Burnley,51948,St. James' Park,Paul Tierney,Match Report,2021,0.5,1.5,0.75,0.75,2.3,3.3,3.2,2.25,3.4,3.1,2.3,3.35,3.15,2.4,3.38,3.22,2.25,3.25,3.2,2.25,3.3,3.1,2.44,3.59,3.26,2.33,3.35,3.19,1,0.41183922526339495,0.2799130110425303,0.30824776369407475,1,0.004887709642683591,2.4846536132038004
15,Sat,2021-12-04,15:00 (09:00),D,Southampton,Brighton,28706,St. Mary's Stadium,Anthony Taylor,Match Report,2021,2,1.5,0.75,0.75,2.45,3.2,3,2.45,3.2,2.95,2.45,3.2,3.05,2.48,3.25,3.22,2.45,3,3.1,2.38,3.13,3,2.54,3.4,3.26,2.45,3.21,3.1,1,0.3958514878358881,0.29572434679504583,0.3084241653690662,1.0000000000000002,0.005462779103155846,2.4901163923069563
16,Sat,2021-12-04,16:15 (09:15),A,Barcelona,Betis,66529,Camp Nou,Pablo González,Match Report,2021,1.75,1.5,1.5,1,1.5,4.5,6.5,1.5,4.5,6,1.53,4.6,5.5,1.52,4.8,6.28,1.47,4.5,6.5,1.45,4.5,6,1.54,5,6.75,1.5,4.71,6.11,1,0.6509788793519143,0.20050149484038962,0.148519625807696,1,0.002507474201947968,2.492623866508904
16,Mon,2021-12-06,20:45 (13:45),D,Cagliari,Torino,8799,Sardegna Arena,Luca Massimi,Match Report,2021,1,1.5,0,0,3.5,3.2,2.25,3.25,3.3,2.2,3.15,3.3,2.3,3.4,3.24,2.38,3.2,3.3,2.3,3.3,3.13,2.3,3.5,3.48,2.65,3.23,3.26,2.32,1,0.30061609675000817,0.30234377546696223,0.3970401277830296,1,0.05215633862502855,2.5447802051339328
15,Fri,2021-12-10,20:30 (13:30),A,Köln,Augsburg,15000,RheinEnergieSTADION,Patrick Ittrich,Match Report,2021,2,2.75,0.25,0.75,1.65,4,5,1.62,4.1,5,1.75,3.85,4.6,1.72,3.93,5.28,1.63,4,5,1.67,4.1,4.75,1.75,4.28,5.28,1.69,3.98,4.98,1,0.5746076626559942,0.23494472188037144,0.19044761546363442,1,0.005563409647989737,2.5503436147819225
16,Sat,2021-12-11,12:30 (06:30),H,Manchester City,Wolves,52613,Etihad Stadium,Jonathan Moss,Match Report,2021,2.25,1.75,1.25,1,1.14,8,19,1.17,7.75,16,1.15,7.75,19,1.17,8.21,20.21,1.14,7.5,21,1.13,8.5,23,1.19,8.8,25,1.16,8.11,20.35,1,0.84543197731168,0.11432546056828397,0.04024256212003597,0.9999999999999999,0.006064053000899072,2.5564076677828216
17,Sat,2021-12-11,21:00 (14:00),A,Athletic Club,Sevilla,36737,San Mamés,Alejandro Hernández,Match Report,2021,1.75,1.25,1.75,1.25,2.5,3,3.1,2.6,3.1,2.85,2.5,3.05,3.1,2.58,3.1,3.21,2.5,3,3.1,2.45,3,3,2.67,3.2,3.26,2.54,3.06,3.1,1,0.37687588962507496,0.3144558204059219,0.30866828996900314,1,0.006258625298950271,2.562666293081772
18,Sat,2021-12-11,17:00 (10:00),A,Brest,Montpellier,13111,Stade Francis-Le Blé,Benoît Millot,Match Report,2021,2.5,2,1.5,1.25,2.05,3.5,3.5,2.1,3.7,3.2,2.1,3.55,3.4,2.11,3.71,3.58,2.1,3.5,3.4,2.05,3.5,3.5,2.18,3.84,3.6,2.09,3.58,3.44,1,0.46013740214091703,0.2612238376737498,0.2786387601853331,1,0.0030995366671993096,2.565765829748971
17,Sun,2021-12-12,18:00 (11:00),H,Sassuolo,Lazio,5100,Stadio Città del Tricolore,Simone Sozza,Match Report,2021,1.25,2,1,1.5,2.7,3.5,2.5,2.75,3.7,2.35,2.65,3.5,2.55,2.72,3.65,2.63,2.62,3.5,2.55,2.63,3.5,2.55,2.8,3.76,2.69,2.67,3.55,2.56,1,0.35899256062240903,0.267334885569879,0.3736725538077119,1,0.005179169742745238,2.5709449994917164
17,Sun,2021-12-12,21:00 (14:00),H,Real Madrid,Atlético Madrid,51024,Estadio Santiago Bernabéu,Antonio Matéu Lahoz,Match Report,2021,2.5,1.25,1.25,2.25,2.05,3.5,3.6,2.05,3.6,3.3,2.15,3.45,3.45,2.11,3.57,3.73,2.1,3.4,3.4,2.05,3.4,3.4,2.17,3.7,3.78,2.1,3.5,3.55,1,0.46284284655300223,0.27145107487027426,0.2657060785767235,1,0.004368977020014819,2.5753139765117314
18,Sun,2021-12-12,13:00 (06:00),D,Lille,Lyon,40248,Stade Pierre-Mauroy,Amaury Delerue,Match Report,2021,1.5,1.25,1,1.5,2.3,3.6,2.9,2.37,3.7,2.7,2.4,3.5,2.85,2.36,3.72,3.03,2.38,3.5,2.8,2.38,3.5,2.88,2.47,3.8,3.05,2.37,3.58,2.9,1,0.4065311562812396,0.26424525158280576,0.32922359213595476,1,0.004131956014661764,2.5794459325263928
16,Tue,2021-12-14,18:30 (11:30),A,Stuttgart,Bayern Munich,750,Mercedes-Benz Arena,Robert Schröder,Match Report,2021,1.25,1.25,2.25,3.5,9,6,1.28,10,6,1.28,8.25,5.75,1.33,9.74,6.72,1.29,9.5,6.5,1.25,9.5,6.5,1.25,11,6.85,1.33,9.55,6.36,1.29,1,0.09194120526185659,0.14764281136940477,0.7604159833687387,1,0.011353257880422518,2.5907991904068153
17,Wed,2021-12-15,19:30 (13:30),D,Crystal Palace,Southampton,22861,Selhurst Park,Simon Hooper,Match Report,2021,1.75,1.75,0.75,0.5,2.15,3.3,3.5,2.15,3.3,3.5,2.15,3.35,3.5,2.17,3.41,3.71,2.1,3.4,3.5,2.1,3.25,3.5,2.22,3.56,3.76,2.14,3.38,3.59,1,0.45166689161830204,0.28165744364961537,0.26667566473208265,1,0.0027004993926307286,2.5934996897994465
17,Wed,2021-12-15,20:00 (14:00),H,Arsenal,West Ham,59777,Emirates Stadium,Anthony Taylor,Match Report,2021,3,2.25,1,1.25,2.1,3.6,3.3,2.15,3.6,3.2,2.25,3.5,3.15,2.27,3.58,3.32,2.15,3.5,3.25,2.15,3.4,3.2,2.28,3.78,3.44,2.2,3.58,3.26,1,0.441313024354484,0.2661888083407999,0.2924981673047161,1,0.006193695528223353,2.5996933853276696
17,Sat,2021-12-18,15:30 (08:30),D,Hoffenheim,M'Gladbach,750,PreZero Arena,Sven Jablonski,Match Report,2021,3,3,0.25,0.75,1.95,3.8,3.5,2.05,3.8,3.2,2.1,3.65,3.3,2.05,4.08,3.46,2.05,3.8,3.3,2,4,3.2,2.1,4.2,3.52,2.04,3.97,3.31,1,0.47696476964769646,0.23848238482384823,0.2845528455284553,1,0.001626016260162677,2.6013194015878325
18,Sat,2021-12-18,16:15 (09:15),A,Real Sociedad,Villarreal,29679,Estadio Municipal de Anoeta,Jorge Figueroa,Match Report,2021,1.25,0.5,0.25,0.5,2.15,3.3,3.5,2.2,3.2,3.5,2.2,3.3,3.4,2.31,3.24,3.57,2.15,3.3,3.5,2.2,3.2,3.25,2.34,3.45,3.68,2.23,3.27,3.47,1,0.4321277595115078,0.2930953499295444,0.27477689055894783,1,0.01117895725692808,2.6124983588447606
17,Sun,2021-12-19,17:30 (10:30),H,Köln,Stuttgart,15000,RheinEnergieSTADION,Bastian Dankert,Match Report,2021,1.25,2,1,1.25,1.9,3.9,3.6,1.9,3.7,3.8,1.97,3.85,3.55,1.97,4.09,3.69,2,3.7,3.4,1.95,3.8,3.5,2.05,4.1,3.8,1.97,3.88,3.57,1,0.4903225806451612,0.2451612903225806,0.2645161290322581,0.9999999999999999,0.005161290322580392,2.617659649167341
18,Sun,2021-12-19,18:00 (11:00),D,Sampdoria,Venezia,5735,Stadio Comunale Luigi Ferraris,Rosario Abisso,Match Report,2021,0.75,1.5,1,0.5,1.8,3.8,4.33,1.77,3.75,4.5,1.77,3.85,4.3,1.8,3.74,4.94,1.78,3.6,4.5,1.75,3.6,4.75,1.85,3.92,4.94,1.79,3.76,4.55,1,0.541584861756694,0.25559489649231737,0.20282024175098862,1,0.0019319942498841058,2.619591643417225
18,Sun,2021-12-19,14:15 (08:15),A,Newcastle Utd,Manchester City,52127,St. James' Park,Martin Atkinson,Match Report,2021,1.25,1.25,3,2.75,13,7.5,1.18,13.5,7.5,1.19,16,7.5,1.17,16.21,7.42,1.18,17,7,1.17,17,7.5,1.14,20,8.3,1.21,16.25,7.72,1.18,1,0.05015406281368138,0.12085316340646113,0.8289927737798575,1,0.0030812562736275417,2.622672899690852
18,Sun,2021-12-19,14:00 (07:00),H,Granada,Mallorca,13014,Estadio Nuevo Los Cármenes,Alejandro Muñíz,Match Report,2021,1.75,1.25,1.25,1.5,2.5,3,3.1,2.45,3.1,3,2.5,3.1,3.05,2.57,3.04,3.3,2.45,3,3.1,2.45,3.1,2.9,2.61,3.2,3.31,2.51,3.09,3.1,1,0.3840032483658472,0.3132026494483941,0.30279410218575864,0.9999999999999999,0.0022484782348610732,2.6249213779257135
19,Tue,2021-12-21,20:45 (13:45),H,Juventus,Cagliari,11197,Allianz Stadium,Federico Dionisi,Match Report,2021,1.5,1,0.5,0.5,1.18,6.5,17,1.22,6,16,1.2,6.5,16,1.19,7,20,1.18,6.5,17,1.17,7,20,1.23,7.25,21,1.2,6.61,17.1,1,0.8141820077808527,0.1381301889062688,0.04768780331287851,1,0.0014438695704488413,2.626365247496162
19,Wed,2021-12-22,18:30 (11:30),H,Inter,Torino,41413,Stadio Giuseppe Meazza,Marco Guida,Match Report,2021,3,2.75,0.25,0.25,1.3,5.5,10,1.3,5.5,10,1.33,5,10,1.34,5.64,9.71,1.3,5.25,10,1.29,5.25,11,1.38,5.8,11,1.33,5.41,9.5,1,0.733468224041203,0.1745148533063552,0.09201692265244182,1,0.012186149176860228,2.6385513966730225
20,Tue,2021-12-28,15:00 (09:00),H,Crystal Palace,Norwich City,24433,Selhurst Park,Paul Tierney,Match Report,2021,1.75,2,1,0.75,1.65,3.75,5.5,1.66,3.6,5.75,1.67,3.65,5.5,1.69,3.77,5.91,1.63,3.75,5.5,1.67,3.7,6,1.74,3.92,6.09,1.68,3.74,5.68,1,0.5781710914454278,0.25663716814159293,0.16519174041297935,1,0.006017699115044239,2.644569095788067
20,Thu,2021-12-30,20:15 (14:15),H,Manchester Utd,Burnley,73121,Old Trafford,Jonathan Moss,Match Report,2021,1.5,1,0.75,0.75,1.36,5,9,1.36,5,8.5,1.4,4.9,7.75,1.38,4.97,8.67,1.36,4.75,8.5,1.33,4.75,8.5,1.42,5.25,9.5,1.38,4.99,8.54,1,0.704250211804575,0.1904829144309517,0.10526687376447331,1,3.530076249647074e-5,2.6446043965505632
20,Sat,2022-01-22,15:30 (08:30),A,M'Gladbach,Union Berlin,750,Stadion im Borussia-Park,Felix Brych,Match Report,2022,0,1,1,2,2.15,3.6,3.2,2.2,3.4,3.2,2.35,3.35,3.05,2.32,3.36,3.29,2.25,3.3,3.2,2.2,3.5,3.13,2.36,3.6,3.5,2.26,3.42,3.23,1,0.42921378934459736,0.2813734841259027,0.2894127265294999,1,0.01294454285324953,2.6575489394038128
20,Sat,2022-01-22,15:30 (08:30),H,Greuther Fürth,Mainz 05,NA,Sportpark Ronhof Thomas Sommer,Robert Schröder,Match Report,2022,1,0,0,1,5,3.6,1.75,5,3.4,1.77,4.5,3.5,1.83,4.77,3.58,1.83,4.75,3.5,1.78,4.4,3.7,1.8,5.1,3.8,1.85,4.7,3.6,1.81,1,0.1961221927744455,0.2632166271446506,0.5406611800809039,1,2.2318314967195718e-4,2.6577721225534847
20,Sat,2022-01-22,18:30 (11:30),D,Bochum,Köln,750,Vonovia Ruhrstadion,Matthias Jöllenbeck,Match Report,2022,3,1,3,3,3.2,3.4,2.25,3.3,3.4,2.15,3.05,3.4,2.35,3.39,3.33,2.28,3.2,3.4,2.2,3.1,3.5,2.2,3.49,3.6,2.35,3.26,3.44,2.24,1,0.2894732339908641,0.28062821850781,0.4298985475013259,1,0.010261586628115937,2.668033709181601
20,Sun,2022-01-23,15:30 (08:30),H,RB Leipzig,Wolfsburg,1000,Red Bull Arena,Daniel Siebert,Match Report,2022,3,4,0,0,1.53,4.33,6,1.5,4.2,6.5,1.53,4.4,6,1.54,4.28,6.43,1.5,4.2,6.5,1.5,4.4,6,1.57,4.6,7,1.53,4.31,6.26,1,0.6387368086963421,0.21800364992462112,0.14325954137903674,1,0.002816789653257157,2.6708504988348576
22,Sun,2022-01-23,14:00 (07:00),A,Granada,Osasuna,12471,Estadio Nuevo Los Cármenes,Santiago Jaime,Match Report,2022,1,1,0,0,2.5,3.2,3,2.5,3.1,2.9,2.55,3.15,2.9,2.62,3,3.14,2.55,3,3,2.45,3.1,2.88,2.62,3.3,3.18,2.54,3.14,2.98,1,0.3819944961341895,0.3032804787489625,0.3147250251168479,1,8.255798715763873e-4,2.671676078706434
21,Sat,2022-02-05,15:30 (08:30),H,Augsburg,Union Berlin,7600,WWK Arena,Harm Osmers,Match Report,2022,1,1,2,2,2.75,3.3,2.6,2.9,3.3,2.4,2.75,3.3,2.6,2.78,3.27,2.72,2.88,3.3,2.45,2.75,3.3,2.6,2.91,3.52,2.74,2.78,3.31,2.62,1,0.3461706877615626,0.28618088107560996,0.3676484311628274,1,0.007356701386147302,2.6790327800925815
23,Sat,2022-02-05,21:00 (14:00),D,Osasuna,Sevilla,17635,Estadio El Sadar,Valentín Pizarro,Match Report,2022,1.5,1.5,2,1,3.6,3.2,2.15,3.5,3.2,2.15,3.4,3.15,2.25,3.66,3.04,2.32,3.5,3.1,2.2,3.4,3.1,2.2,3.84,3.3,2.35,3.51,3.15,2.26,1,0.2633187328104309,0.3064072527248651,0.4302740144647041,1,0.011143933992054711,2.690176714084636
23,Sun,2022-02-06,15:00 (08:00),H,Strasbourg,Nantes,22240,Stade de la Meinau,Amaury Delerue,Match Report,2022,3,3,0,1,1.75,3.75,4.5,1.75,3.8,4.4,1.8,3.7,4.5,1.78,3.91,4.62,1.78,3.6,4.6,1.75,3.6,4.8,1.86,4,4.8,1.78,3.74,4.53,1,0.5398110661268556,0.25101214574898784,0.20917678812415655,0.9999999999999999,0.004048582995951344,2.6942252970805876
23,Sun,2022-02-06,17:00 (10:00),H,Rennes,Brest,25409,Roazhon Park,Johan Hamel,Match Report,2022,3,6,0,0,1.5,4.2,7,1.5,4.33,6.5,1.5,4.5,6.25,1.49,4.69,6.51,1.47,4.2,7,1.45,4.4,7,1.56,4.8,7.2,1.49,4.48,6.45,1,0.6486486486486487,0.21081081081081082,0.14054054054054055,1,0.011891891891891992,2.7061171889724793
24,Mon,2022-02-07,20:45 (13:45),D,Salernitana,Spezia,10668,Stadio Arechi,Paolo Valeri,Match Report,2022,0,0,3,1.5,2.87,3.4,2.5,2.95,3.4,2.35,2.9,3.35,2.45,2.96,3.35,2.52,2.88,3.4,2.4,3,3.2,2.4,3.09,3.62,2.57,2.9,3.39,2.46,1,0.32723307715305744,0.2793232619897645,0.393443660857178,1,0.011150208402947559,2.7172673973754273
22,Sat,2022-02-12,18:30 (11:30),H,Leverkusen,Stuttgart,10000,BayArena,Felix Brych,Match Report,2022,2,3.5,0.5,0,1.4,4.75,7,1.44,4.75,6.5,1.43,5.25,6.5,1.43,5.16,7.5,1.42,4.75,7,1.4,5,7,1.46,5.4,7.7,1.42,5.04,7.02,1,0.6849405330609825,0.18518762560537674,0.12987184133364083,1,1.3178269034463952e-5,2.7172805756444616
24,Sat,2022-02-12,14:00 (07:00),D,Cádiz,Celta Vigo,15635,Estadio Nuevo Mirandilla,Antonio Matéu Lahoz,Match Report,2022,0.5,1,1.3333333333333333,1.3333333333333333,3.8,3.4,2.05,3.8,3.2,2.05,3.75,3.35,2.05,4.12,3.35,2.08,3.8,3.3,2.05,3.7,3.3,2,4.2,3.54,2.12,3.88,3.33,2.06,1,0.2399478207489257,0.2846838551258441,0.4753683241252302,1,0.007780847145488101,2.72506142278995
25,Sun,2022-02-13,14:00 (08:00),H,Newcastle Utd,Aston Villa,52207,St. James' Park,Craig Pawson,Match Report,2022,2,2,1.5,1,2.7,3.3,2.62,2.75,3.4,2.5,2.7,3.4,2.6,2.78,3.48,2.67,2.7,3.5,2.5,2.63,3.4,2.55,2.8,3.68,2.7,2.72,3.44,2.6,1,0.3574100719424461,0.2719424460431655,0.37064748201438846,1,7.482014388491276e-4,2.725809624228799
24,Sun,2022-02-13,18:30 (11:30),H,Real Sociedad,Granada,29847,Estadio Municipal de Anoeta,Alberola Rojas,Match Report,2022,2,0.5,0.3333333333333333,0.6666666666666666,1.4,4.5,9,1.41,4.5,8,1.4,4.7,8,1.41,4.88,8.84,1.4,4.4,8.5,1.4,4.4,8,1.46,5,9,1.41,4.61,8.32,1,0.6876528117359413,0.20079462102689485,0.11155256723716382,0.9999999999999999,0.003973105134474242,2.729782729363273
24,Sun,2022-02-13,21:00 (14:00),D,Espanyol,Barcelona,25049,RCDE Stadium,Alejandro Hernández,Match Report,2022,0,1,2.3333333333333335,1,5,3.6,1.75,4.5,4,1.71,4.5,3.9,1.75,4.86,3.97,1.76,5,4,1.63,4.4,3.9,1.7,5,4.15,1.8,4.62,3.92,1.75,1,0.20069854916711447,0.2418054809242343,0.5574959699086512,1,0.003492745835572464,2.7332754751988455
24,Sun,2022-02-13,20:45 (13:45),A,Metz,Marseille,25482,Stade Saint-Symphorien,Eric Wattellier,Match Report,2022,0,0,2,1.3333333333333333,5,4,1.66,5.25,3.9,1.65,5.25,4,1.65,5.92,3.91,1.67,5.25,3.75,1.65,5.5,3.9,1.62,5.92,4.1,1.72,5.28,3.9,1.66,1,0.16990150916485167,0.24532120347705416,0.5847772873580941,0.9999999999999999,0.00581693425592178,2.7390924094547673
23,Sat,2022-02-19,15:30 (08:30),A,Wolfsburg,Hoffenheim,7145,Volkswagen Arena,Felix Zwayer,Match Report,2022,2,2,0,0.5,2.7,3.5,2.55,2.7,3.3,2.55,2.7,3.2,2.7,2.85,3.44,2.63,2.7,3.5,2.5,2.7,3.5,2.5,2.85,3.72,2.7,2.73,3.5,2.57,1,0.3543982216576691,0.27151476659256907,0.37408701174976183,1,0.010034931724357099,2.7491273411791246
23,Sat,2022-02-19,15:30 (08:30),A,Augsburg,Freiburg,15000,WWK Arena,Daniel Siebert,Match Report,2022,2,1.5,0,0.5,3.1,3.4,2.3,3.1,3.3,2.3,3,3.35,2.35,3.25,3.45,2.36,3,3.3,2.35,3,3.4,2.3,3.27,3.54,2.5,3.1,3.37,2.36,1,0.3094319040026852,0.28583116556180244,0.4047369304355123,0.9999999999999999,0.011842326088780775,2.760969667267905
23,Sat,2022-02-19,18:30 (11:30),H,Köln,Eint Frankfurt,10000,RheinEnergieSTADION,Christian Dingert,Match Report,2022,1.5,0.5,2,2,2.25,3.5,3.1,2.3,3.5,2.9,2.3,3.65,2.9,2.34,3.65,3.11,2.2,3.7,3,2.25,3.7,2.9,2.34,3.94,3.15,2.28,3.66,3.02,1,0.427941906653426,0.2541583912611718,0.3178997020854022,1,0.0013840615690168256,2.762353728836922
26,Sat,2022-02-19,18:00 (11:00),D,Roma,Hellas Verona,34777,Stadio Olimpico,Luca Pairetto,Match Report,2022,1.3333333333333333,1.3333333333333333,2,2,1.95,3.75,3.6,1.9,3.75,3.75,2,3.7,3.55,2.09,3.55,3.81,1.88,3.7,3.9,1.93,3.5,3.9,2.09,3.92,3.96,1.99,3.67,3.72,1,0.4852152386191721,0.2586989409984871,0.2560858203823408,1,0.014099848714069552,2.7764535775509915
26,Sat,2022-02-19,17:30 (11:30),A,Manchester City,Tottenham,53201,Etihad Stadium,Anthony Taylor,Match Report,2022,3,1.5,2,1.3333333333333333,1.28,6,10,1.26,5.75,12,1.3,5.75,9.5,1.29,6.05,11.91,1.27,5.5,11,1.25,5.5,11.5,1.32,6.35,12.25,1.29,5.87,10.84,1,0.760092632854372,0.15800350793193244,0.0819038592136956,1,0.003322275367771077,2.7797758529187626
23,Sun,2022-02-20,17:30 (10:30),H,Dortmund,M'Gladbach,10000,Signal Iduna Park,Marco Fritz,Match Report,2022,1.5,3.5,2,1.5,1.6,4.2,5.25,1.58,4.33,5.25,1.63,4.5,4.6,1.67,4.34,5.16,1.6,4.2,5,1.62,4.5,4.6,1.68,4.75,5.4,1.63,4.42,4.97,1,0.6006744414781509,0.21244906561753546,0.1868764929043136,1,0.00913306168329342,2.788908914602056
24,Fri,2022-02-25,20:30 (13:30),H,Hoffenheim,Stuttgart,18099,PreZero Arena,Matthias Jöllenbeck,Match Report,2022,2,2.3333333333333335,0.3333333333333333,0.6666666666666666,1.5,4.5,5.75,1.53,4.4,5.5,1.55,4.4,5.5,1.55,4.61,6.09,1.52,4.4,5.8,1.5,4.6,6,1.61,4.8,6.2,1.53,4.59,5.88,1,0.6269222666947546,0.2102801769538656,0.16279755635137982,1,0.009344849378555065,2.798253763980611
27,Fri,2022-02-25,18:45 (11:45),D,Milan,Udinese,44588,Stadio Giuseppe Meazza,Matteo Marchetti,Match Report,2022,1.75,1.25,0.3333333333333333,0,1.5,4,7,1.5,4.1,6.75,1.5,4.4,6.75,1.49,4.36,8.03,1.52,4,6.5,1.45,4.2,8,1.63,4.5,8.03,1.5,4.26,7.19,1,0.6388914918783781,0.23142069594705694,0.12968781217456493,1,0.041393131761756186,2.8396468957423675
24,Sat,2022-02-26,18:30 (11:30),A,Eint Frankfurt,Bayern Munich,25000,Commerzbank-Arena,Florian Badstübner,Match Report,2022,0,0.6666666666666666,2,3.3333333333333335,6,5,1.44,6.5,4.8,1.44,5.5,4.9,1.5,6.94,5.09,1.46,6,5,1.44,5.75,5.25,1.44,7,5.6,1.5,6.35,5.09,1.45,1,0.14457831325301204,0.18072289156626506,0.674698795180723,1,0.012048192771084487,2.851695088513452
27,Sat,2022-02-26,12:30 (06:30),A,Leeds United,Tottenham,36599,Elland Road,Craig Pawson,Match Report,2022,1,1.6666666666666667,1.5,1.5,4.2,3.6,1.85,4,3.8,1.83,3.95,3.95,1.83,4.14,4.03,1.87,3.8,3.75,1.88,4,3.9,1.87,4.25,4.15,1.94,4.03,3.96,1.86,1,0.237258166708415,0.24297523096644905,0.5197666023251359,1,0.008347208510763648,2.8600422970242154
27,Sat,2022-02-26,17:30 (11:30),A,Everton,Manchester City,39105,Goodison Park,Paul Tierney,Match Report,2022,1,1.6666666666666667,2.3333333333333335,2.3333333333333335,10,5.75,1.28,9.5,5.5,1.31,11,6,1.27,10.59,6.17,1.29,11,5.8,1.25,12,6,1.22,12.5,6.5,1.32,10.95,6.04,1.28,1,0.08069218470798457,0.15517727828458575,0.7641305370074297,1,0.008652308849807389,2.8686946058740226
26,Sat,2022-02-26,16:15 (09:15),D,Getafe,Alavés,7720,Coliseum Alfonso Pérez,Santiago Jaime,Match Report,2022,3,2.6666666666666665,0,0.3333333333333333,1.95,3,4.75,1.98,3.1,4.33,1.95,3.1,4.7,1.95,3.14,5.2,1.95,3,4.8,1.9,3.1,4.5,2.02,3.2,5.3,1.95,3.11,4.76,1,0.49692352768825077,0.3136829768532083,0.1893934954585409,0.9999999999999999,0.0037855259302665978,2.8724801318042896
26,Sat,2022-02-26,18:30 (11:30),A,Rayo Vallecano,Real Madrid,9952,Estadio del Rayo Vallecano,Isidro Díaz de Mera,Match Report,2022,0.3333333333333333,0.3333333333333333,0.5,0,5,3.8,1.66,5.25,3.9,1.63,4.9,4,1.67,5.33,4.21,1.67,4.8,3.9,1.67,5,3.9,1.62,5.4,4.24,1.74,5.07,4.05,1.67,1,0.185976163107266,0.23685643414604632,0.5771674027466877,1,0.0042712807792364416,2.876751412583526
26,Sat,2022-02-26,21:00 (14:00),H,Atlético Madrid,Celta Vigo,48009,Estadio Wanda Metropolitano,Alejandro Hernández,Match Report,2022,2.25,2.25,1.25,1,1.61,3.8,6,1.6,3.8,5.75,1.6,3.9,5.75,1.65,3.85,6.34,1.63,3.75,5.5,1.6,3.8,5.5,1.67,4.1,6.4,1.63,3.87,5.83,1,0.5994288977727014,0.24415762421473447,0.15641347801256425,1.0000000000000002,0.0010462592804112436,2.877797671863937
